特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
27741,-406,829,2,2241,-7624
15591,25131,847,7,-5330,7978
11429,20793,739,7,12135,21505
28487,550,722,10,-10390,-3808
27600,-753,723,6,-9816,-1576
-2998,1598,738,9,-2713,16223
-2260,-11786,721,12,-9890,-4767
2863,22964,723,15,-3720,10657
-1420,19919,728,13,-4052,3378
13083,22599,848,11,9570,2466
21193,20018,846,1,21369,20104
-8955,-221,738,12,-8955,-221
737,-6829,716,7,-7403,7549
21752,21011,835,14,19851,20458
26428,11974,718,2,3647,2608
11949,711,735,7,7332,2931
11352,2206,837,2,6767,17326
28628,9348,709,3,4264,-13831
22701,-689,833,0,1221,12142
22691,20168,838,11,22032,19916
19038,22217,837,12,12782,19089
15350,23655,830,11,4631,14681
20142,23603,843,15,-6367,5661
18580,24419,828,13,-3548,-4586
18030,23397,830,13,9721,2217
7768,26713,826,11,12429,-14662
7532,25942,825,5,10400,-13171
-503,24917,733,15,-11824,3298
15998,24882,846,11,-2992,14593
8399,25630,825,5,7342,-11057
2338,12791,706,14,2338,12791
7573,-15359,728,11,-12451,2430
28347,10598,709,3,13570,-13048
28362,1035,723,6,-7363,-6552
15061,5954,708,2,9393,21895
26647,1514,847,0,808,4487
11991,23280,703,13,10315,22142
12820,20672,746,9,13919,21761
-6229,5899,745,5,-3685,17679
-6886,-4590,834,3,-6886,-4590
11297,18856,844,1,12491,20185
27720,-126,739,4,-9219,699
21833,20558,824,9,21157,20271
-3268,-5844,743,11,-8322,7850
29779,2725,827,0,-1768,-10277
17997,23986,846,11,6516,22181
28852,6194,720,4,3779,-12838
14373,22514,747,5,15252,22836
18185,24771,824,13,-2281,-8774
10045,21887,748,7,11169,22623
23304,3435,725,1,1267,16913
-2309,21246,709,15,-6065,1302
-2739,6190,718,7,-2160,16865
23370,-9509,710,7,6284,-15925
27565,10756,724,0,-4219,14148
26074,-2442,735,10,-8220,1250
24613,2124,709,6,693,-684
16019,-2596,727,10,-569,16110
17930,-2803,704,11,6501,-3043
15031,19598,726,7,15237,20260
28050,626,729,4,-11251,4311
20049,-1390,720,8,-843,16623
21012,21205,841,11,18954,20527
11512,18320,726,1,14678,22653
28013,9541,728,2,-5744,14620
24175,2479,721,6,1366,1778
19923,23598,841,15,-2588,5209
-11951,7624,748,12,-11951,7624
7545,22421,745,14,6324,21316
13251,26121,844,11,-5333,-6850
-2065,9143,734,14,-537,4437
16146,23952,844,10,12470,23664
15208,19985,727,12,15299,20238
27319,-2110,738,10,-9498,-937
21425,-1702,704,9,6295,-4669
18630,23299,832,15,9310,2631
28571,9183,736,2,-7644,13527
1242,20370,830,8,-3718,12525
18370,21900,839,7,13032,18330
18316,23885,846,12,2328,18563
27049,6570,828,0,14700,-221
6213,-4580,738,9,-3213,7900
3400,24192,724,13,-4349,16053
220,-9549,736,7,-7768,573
14645,23580,732,15,12786,22851
13471,20623,828,4,11520,18472
9294,-12804,741,9,-9523,2496
26926,3625,706,8,-5055,-808
3146,-454,836,3,3146,-454
29534,3397,826,0,2749,-10751
21138,-868,716,8,-1823,15084
29323,5467,738,3,-9421,-1786
28347,10346,711,1,3675,-11941
6575,16753,740,9,8341,20363
-5080,-94,714,12,-7396,6081
13926,19556,836,8,12679,18065
-3441,9168,714,12,-3332,13488
28983,5812,705,10,10342,-14930
11105,21894,709,14,11105,21894
16268,25512,842,14,-1944,-10608
22080,21058,831,13,19899,20439
4851,24424,732,13,-2794,17557
2992,15159,714,11,5017,19991
-11316,-734,748,7,-10763,12633
26114,3359,708,10,1545,-3826
27931,11436,711,2,-8417,-35
22018,5128,738,0,8490,22009
14619,22469,728,12,14886,22654
22303,21129,842,13,19331,20702
16768,24644,846,12,-3564,5944
17293,11424,837,0,15467,16892
2359,11811,719,7,3336,17708
5452,21375,847,4,-707,12213
18192,21753,829,7,13790,18465
11589,13265,844,2,13787,19802
7559,25758,743,15,-4304,16735
27888,5902,719,1,-7216,9675
17338,9041,735,1,10110,17014
-173,7895,732,9,2395,19914
-1669,-4488,719,5,-6444,14111
18445,24454,828,13,-1492,-5607
13782,25921,840,7,-5339,-4723
1432,23221,716,15,-6135,9082
15203,22516,828,9,8469,15797
28214,8633,711,1,-4320,-4545
12304,-13093,731,5,-10364,1748
27810,11193,732,2,-4319,5974
6036,18276,743,13,7159,7657
12201,21591,717,9,13495,22636
8976,13057,723,4,10474,21124
-1745,24479,732,13,-12643,6407
28750,11547,735,2,-8817,-6256
11772,-126,710,5,2751,5709
19085,20606,825,3,19085,20606
9197,18892,724,5,10635,21197
-10573,15279,709,15,4264,-13831
26431,6920,727,3,146,4544
19118,-11954,723,9,-10850,-2824
10154,17085,709,3,12856,22344
27052,4985,742,0,4399,23865
25111,-6036,713,9,1075,-13471
20141,20618,834,8,19776,20465
12353,24375,840,6,4684,21130
26763,6977,739,1,-236,5255
16156,-7298,747,4,-1651,19637
19521,-1745,740,8,-758,15649
904,5243,704,12,-590,8736
13722,20842,730,4,15743,22561
28718,10297,726,1,95,-11917
520,18901,723,15,879,2702
17425,-2890,746,10,-959,13603
4624,13932,832,1,5748,17423
14831,18993,839,3,14831,18993
28356,12001,721,2,-9890,-4767
14420,24326,828,7,1004,9974
22577,-7523,715,9,-2928,-9148
928,-9,711,12,-2152,4102
15750,22719,747,14,15418,22556
14698,24800,827,11,-1432,13169
15792,23422,840,5,5675,15371
16722,-9771,718,5,-4957,-4236
17462,24380,831,12,1658,19270
-6556,-990,739,12,-6556,-990
-2471,-11038,726,12,-9795,-3810
27769,1064,745,8,-8425,3375
25787,12876,730,0,6968,6928
8129,21714,846,4,2860,15724
19191,-815,731,8,697,17581
26994,8635,723,1,122,1731
-344,-12969,740,5,-12072,5155
334,20786,742,14,-1578,17776
21582,-2473,739,10,-3239,8480
2066,-12200,721,12,-6202,-7207
630,-9295,719,12,-6109,-3910
28001,10764,740,0,-5203,11878
6251,23521,849,4,-2118,16185
13210,-9806,719,5,-6248,-75
22801,-9190,725,11,1761,-13590
16901,22291,827,5,11442,18025
28937,9136,716,1,-6634,-9216
13885,22049,739,5,14635,22528
9626,-7563,712,5,-5051,3698
27883,710,715,6,-6452,-6375
-11317,316,730,14,-11317,316
21052,20768,825,6,20615,20562
15253,23177,723,13,14171,22687
13792,22562,739,7,14399,22813
28310,7150,723,1,-8001,4683
8898,1294,717,14,8898,1294
28726,7982,726,1,-8828,1375
9021,-3716,737,10,531,18969
17574,24083,828,11,8772,22851
7997,25681,742,15,-3265,17785
1825,13625,725,13,6758,2803
28402,12283,738,2,-2107,-10092
13438,967,712,10,2181,15846
24495,2238,714,3,-2264,14232
27938,2852,714,10,-2290,-8137
25890,1664,735,3,-4265,12378
10602,18989,725,6,13174,22342
25758,1499,743,3,-3296,14034
-2998,6334,724,12,-3639,11211
15544,24769,830,5,1356,18944
16287,24161,831,12,1104,11270
18132,17947,726,6,17521,18969
21596,17914,834,10,21670,17504
9666,15159,721,3,12704,22251
28554,5476,731,3,-9030,6351
26232,9599,706,2,-1628,10864
26934,-2497,748,4,-10331,8535
22953,-8250,719,9,-4524,-9569
14139,19973,834,4,12442,17856
6185,-13943,744,11,-8244,-3306
-5321,-6645,745,7,-9950,6051
20444,20761,834,4,19908,20594
18939,19584,837,2,19993,20442
29056,10834,744,2,-12261,3441
21495,21184,827,14,19383,20720
6936,-2132,740,5,-350,5734
28723,10740,736,2,-10317,2305
26262,9209,710,2,-1353,12658
1910,20966,832,8,-3322,13738
-5763,20753,721,13,-8986,-3430
18828,24191,830,15,1617,-6922
27521,2897,705,10,-640,-8135
-5549,7360,730,7,-2584,18672
19445,22509,844,14,10521,18449
3728,7851,738,7,2933,12298
-2155,17008,847,8,-5033,4149
12885,25506,847,9,-5982,3191
13341,25477,845,9,-6379,7272
9212,24337,825,10,1207,19239
24957,-4852,743,6,-9465,5215
10491,618,737,7,5874,3554
21141,22741,848,15,7365,21367
28303,12526,734,2,1327,-12363
27687,11814,718,0,-7682,6576
-5620,21344,721,15,-6041,-8026
11155,22480,831,6,5577,17155
18604,21578,849,9,14232,19075
27503,-2053,734,6,-8328,-4826
15389,24230,838,12,2606,392
15071,22718,740,14,14727,22543
27958,3021,727,8,-8733,2868
-10110,7557,747,12,-10110,7557
28837,817,742,10,-5534,-9060
11319,20489,736,10,14046,22757
13727,7770,833,0,12251,18687
22165,17415,849,3,22165,17415
42,22628,709,15,-6402,7045
4188,-14561,711,14,4188,-14561
8579,11620,724,1,11769,22638
15508,24298,825,12,994,8660
8944,23253,708,15,5306,19710
18358,19571,830,2,19459,20550
3544,5935,719,12,1973,8997
20031,23690,843,15,-5654,-1518
10182,3578,843,2,8012,18077
20635,21352,834,5,18663,20748
13304,25634,830,7,-4701,-56
699,18423,837,3,699,18423
22948,406,733,6,-1514,6858
13436,21047,828,10,10620,17958
16067,19057,832,6,15072,16557
25992,4898,706,3,-3328,6405
27243,2493,742,1,-4613,16246
19410,688,707,7,12095,-903
27702,11860,725,0,-6582,7760
5262,11279,839,1,5523,15099
13665,2508,725,4,4474,17773
17530,19579,729,13,17636,18980
5457,14278,843,6,10747,1479
14080,-4641,718,9,-1872,3912
28721,2002,738,8,-9677,-1709
20174,21174,828,14,17211,19107
20462,20751,834,10,19776,20465
6758,16401,838,10,7856,5874
-318,16274,829,1,2523,20435
20560,23376,849,15,-7084,5694
180,4034,743,9,-521,15866
28012,13317,734,0,90,-12106
22124,-116,748,8,-884,12919
16032,-12669,729,7,-5023,-8175
17738,-7697,735,4,-4164,18263
15406,21242,836,6,12645,18981
11356,25404,839,9,-2907,-626
10746,-9608,825,1,1471,-6688
27136,-667,721,6,-8713,-875
5710,24705,738,15,-4204,11335
-13240,9610,704,15,11296,-14803
28074,11603,708,1,14354,-12824
17833,23409,834,13,13178,475
13610,25108,835,7,-1545,1390
615,-9867,737,11,-8594,2666
3409,-1828,722,11,-2891,10091
17904,23876,838,14,1773,14196
9788,21845,827,10,4950,16030
19213,19222,839,0,20491,20295
21040,1808,713,9,10175,-475
14923,25018,833,12,-328,-2924
14346,24998,842,11,-2699,5878
19224,23064,837,15,7975,5618
24462,5963,725,4,5724,2912
14924,22345,745,12,14924,22345
19139,23613,848,14,2913,19162
16345,23636,839,9,6932,19494
13901,21244,849,5,11257,7042
7566,22607,847,3,7566,22607
4032,23287,845,10,-5336,6523
-263,10641,728,11,1976,18968
-2365,19183,834,4,-6117,199
27834,9023,739,0,-1879,18798
14980,21559,849,10,11782,19164
10519,25804,828,11,3207,-9429
20945,22978,839,15,5793,22524
15004,8695,707,0,10887,21747
4136,-326,716,5,-1688,11747
22121,17433,847,3,22121,17433
9320,18986,713,5,10578,21198
26780,2136,744,3,-4996,12539
28112,9872,724,0,-4574,18421
28200,12491,733,0,-10963,4308
12404,10417,703,0,11799,22361
27654,10031,741,2,-2891,8821
-9363,1337,746,7,-8700,12916
28467,11737,739,0,-10569,5147
6923,21387,846,4,1413,14123
4666,25337,738,15,-7335,9238
14507,21906,734,9,15263,22418
-2937,19401,710,15,-2630,-1185
26604,11345,743,2,4616,5237
3860,21470,745,14,2272,19529
16771,24807,839,14,-2937,-1592
1252,24354,738,13,-8194,3676
20142,-5297,843,2,-2311,11604
5297,10355,713,9,5073,17567
12808,9203,837,0,12773,19319
22366,5385,709,1,2548,13694
6825,-4089,713,12,1994,-1679
28506,2671,709,6,-237,-12257
28240,12257,724,2,-7560,-6603
21373,-7854,715,9,-4097,-7149
15660,24083,840,7,2178,12191
15485,20312,730,14,15485,20312
12454,22701,843,6,6658,18202
26087,-2858,734,6,-7622,-1177
9321,-9713,833,1,-153,-5646
25332,3454,714,6,3317,-2263
18748,24065,829,13,-1809,3023
15,-13939,739,7,-10681,-2177
29003,5690,719,8,-4194,-10553
16202,-2819,743,4,-62,16754
22079,-9855,706,11,1833,-14175
17240,-160,840,0,6080,17489
5140,22935,849,10,-3735,7847
26632,3194,715,3,-6151,11003
26532,-1736,847,0,-4956,11503
-11629,1810,708,13,13803,-13215
-4512,22362,724,15,-7970,-6023
27263,10964,736,2,216,3790
25468,-3365,737,6,-8011,1451
-2491,10681,726,7,210,19455
17945,17614,708,3,16807,18935
6949,9518,827,4,11883,2955
11171,-14104,745,5,-7853,-4722
29036,5233,739,3,-9139,753
14063,25901,826,12,-1692,-8659
-1117,-11297,743,11,-10442,3421
24564,5682,731,4,4848,3491
-4708,-932,842,3,-4708,-932
4850,10267,830,6,14249,143
24182,-2839,708,10,-8066,6519
16162,22652,830,9,9497,17877
16506,21775,828,9,11781,17253
14687,24165,837,9,2366,15836
27762,6336,742,1,-3585,5626
15427,-8664,710,11,-1780,-4764
27394,7175,727,1,-4049,6796
18152,24245,836,14,379,18045
22749,3995,735,6,7332,2931
12822,23928,833,9,1746,9145
14051,3017,727,11,7364,6290
17521,18969,726,14,17521,18969
804,-6552,715,5,-7259,11565
8538,14032,709,10,10001,20949
28799,2684,717,6,-1790,-11929
-5605,16500,826,10,2749,-10751
8389,18073,718,5,9732,20751
7290,1452,734,12,7290,1452
17739,8228,707,0,9719,20817
28080,695,846,0,-4895,3383
6572,21133,833,4,1648,14276
28392,10933,718,1,7400,-13402
12376,-5347,826,2,554,16993
22840,6230,731,4,6816,7148
22282,20554,848,7,20854,20338
-10754,10843,705,13,3893,-12087
17888,19026,736,14,17935,18862
18768,23895,848,12,4378,21554
-10843,9588,709,13,5357,-12386
9793,22710,846,4,4445,18716
20591,21678,848,11,17090,21058
20133,19369,845,0,21301,20107
12782,24160,826,9,912,11210
-1079,3083,737,5,-2408,13479
19245,-2761,707,6,-3406,10792
18956,23497,824,15,4229,10346
-12489,12673,707,13,1561,-14505
19182,22992,847,13,9806,2258
28073,9745,730,0,-3220,19257
20197,22863,839,13,7124,17757
27512,-54,738,4,-8770,711
1301,13521,728,11,3838,19932
12244,20971,743,10,14821,22831
21383,21122,844,11,19501,20688
18862,17617,737,3,17992,18883
27958,2765,722,4,-7365,-2412
28511,9168,718,1,-4288,-6832
13525,25246,825,12,3885,-6752
1852,-12663,736,7,-8479,-2712
-5587,18153,831,6,4325,-12668
17386,23441,828,13,13878,659
28994,8676,709,3,-375,-13780
23155,1492,732,10,-380,6938
27875,6930,715,3,-4203,-1596
5336,24070,732,15,-2361,15191
11120,25385,838,9,-2544,-1306
28790,497,743,10,-6482,-8195
28093,12649,733,0,-10679,3809
-809,23691,729,15,-9110,2311
24224,3559,842,2,11127,2818
10641,21557,848,8,7726,19229
26333,12350,712,2,5302,633
-3489,1240,744,5,-4359,14158
11141,21382,717,14,11141,21382
29014,1553,741,8,-11520,-84
15502,4229,729,3,7138,19630
28806,10967,742,2,-10414,2913
27846,13223,723,0,-7363,-6552
6478,25828,825,9,6258,-13232
25045,-2239,732,3,-1705,21322
23137,-955,740,4,-3251,9051
20478,23396,841,15,-635,18315
4496,12705,845,3,4496,12705
-5583,17420,840,8,-9243,1477
18747,22267,836,9,14519,20838
28277,3817,711,10,1045,-10849
28909,3349,732,8,-11217,1377
19307,23726,830,13,-1437,11684
9917,23809,844,10,1739,17913
10838,18728,714,8,13444,22429
21937,20624,843,11,20758,20205
20619,1464,704,11,13067,-976
12458,11526,741,6,10664,17666
16896,-4191,715,9,-170,386
16972,22948,824,12,8353,15759
8385,-918,706,9,-639,9588
-6228,6983,740,9,-1939,20030
-2293,14663,743,14,-2774,9967
15686,3385,834,0,8676,17149
24473,-7101,711,5,4188,-14561
21492,3880,719,1,2811,16627
-11512,3600,744,14,-7253,-5757
24951,9210,734,1,8428,5836
575,351,721,9,-1903,16495
15914,22583,738,14,15661,22426
-3465,-6787,724,7,-9157,11096
5160,3798,742,12,5160,3798
27077,10620,720,0,-2581,13561
23956,-7956,732,9,-5273,-9729
28603,1044,742,8,-11118,2314
28757,9795,718,1,-2892,-11224
4277,22952,720,15,-1718,13336
8260,24874,744,15,-916,16604
1654,25413,745,13,-10829,4269
16149,23140,849,7,5085,11242
25034,432,832,0,397,7449
-2037,2938,714,11,-3252,15170
17642,-201,720,4,502,15072
19080,23876,824,15,-1835,8293
10062,22265,828,10,4814,16832
7426,11325,844,8,9344,5986
4113,23721,847,6,-5982,3191
21541,-5032,717,10,-6904,12879
462,24373,731,15,-9455,5719
17993,22543,849,12,8310,13489
-4614,6031,742,7,-3911,14010
20020,17559,842,2,20357,18696
-12319,10884,703,15,9270,-14421
29684,2142,825,2,12017,-14018
21943,2681,720,1,2196,18085
29303,4846,742,3,-10893,2911
5469,24551,729,15,-2966,16404
12775,22855,715,15,10850,21290
9161,-13697,742,9,-10296,2453
24238,1810,735,8,-1411,6649
14081,9338,726,4,9493,17215
13567,24191,845,5,1102,3525
27662,13607,711,0,-2403,-12614
12979,23362,711,13,11397,22471
19592,23899,839,15,-3027,-1840
8961,25768,728,15,2080,23095
26656,1928,741,3,-5006,12474
21783,20967,824,14,20350,20588
27528,6168,704,8,1957,-7669
10294,21328,828,6,5849,14784
13451,17676,741,0,16492,22424
-5950,13501,737,12,-5950,13501
10316,26300,826,7,5427,-13028
27725,10115,727,0,-3515,17429
20056,20425,838,3,20056,20425
20674,-1913,717,8,-2456,16463
28646,3461,715,10,-1123,-11304
24944,6015,743,2,3822,19228
18812,681,717,5,8752,354
28992,7482,723,8,3896,-13847
20541,21744,846,7,16869,21051
25742,-3966,741,6,-9523,2496
2811,-2946,719,7,-3853,8348
27180,-1262,726,10,-10525,3549
24444,-7047,703,5,4866,-14950
29103,4372,727,8,-9659,-4214
25952,-634,737,1,-2427,20167
2602,-7430,718,11,-7238,8034
-6037,21969,723,15,-6737,-9456
10783,537,736,7,6123,3315
12335,22821,828,12,14770,16
13161,25715,840,11,-4047,-3292
9073,17474,714,4,12046,22367
19667,20710,835,9,17701,19206
686,-12677,708,14,686,-12677
4232,21742,709,13,318,14741
17715,24843,842,14,-8784,6700
863,-2539,846,1,-3564,5944
13718,23231,826,5,4758,10566
3731,-13255,742,5,-10455,2075
-1661,6105,718,7,-1335,15891
13951,7454,731,0,12678,22822
2070,-10388,717,12,-5292,-5674
14355,25600,849,9,-7189,11990
-3930,-6606,741,7,-8966,5078
11593,21098,709,9,12856,22344
7233,23158,831,6,-1310,12209
23590,19959,847,15,22551,19668
27524,7123,708,3,-2439,-2433
9566,25986,746,13,820,22639
-2064,-4982,829,3,-2064,-4982
25637,7129,740,1,2683,7383
9506,-10852,704,7,-5990,-2417
12680,20228,744,10,14890,22340
-822,12706,731,7,2128,19699
19347,-6602,729,6,-5170,15812
11693,25974,836,9,-7321,902
9531,-9415,705,7,-4670,-1489
26698,7036,729,2,1116,20189
17105,23981,843,14,1468,2590
10717,25140,835,9,-1190,-1417
2387,-8103,720,11,-7650,8048
28319,9966,739,2,-6852,8459
9164,14349,716,4,10993,21328
-91,7320,721,11,451,16887
5096,17505,745,11,6801,20225
21010,20371,847,8,20698,20266
29062,8540,721,1,-9890,-4767
11527,26098,836,9,-7394,-226
5184,-3516,742,9,-2852,9397
4230,-11334,717,12,-3612,-7523
28030,12811,729,0,-9931,-197
12384,23429,715,13,10452,22287
27236,14081,709,0,5357,-12386
-5007,4684,719,14,-5007,4684
15435,23319,842,9,5981,15900
28990,5398,740,1,-9853,8133
19147,-353,703,5,8476,-1471
-7704,-334,732,7,-6872,16504
15854,22830,824,5,8581,16899
20788,23059,846,15,3492,19397
-11778,12521,705,15,7455,-14401
27662,12875,709,2,2181,-12140
18492,23154,849,12,7177,17504
20135,23594,843,15,-5216,5041
15377,24891,847,7,-3744,6440
13658,22487,842,5,7487,6923
24425,-6418,704,11,9032,-14046
9548,18877,726,4,13305,22839
10937,17350,836,1,11783,18865
21413,21822,846,15,14024,19740
801,13085,715,15,8475,810
-9317,-5710,720,14,-9317,-5710
10651,24002,844,6,1739,17913
27986,11780,705,1,16031,-12390
12118,-334,705,11,3635,3969
28938,5931,712,4,2827,-14037
20991,2306,707,9,10877,-167
26086,-3674,708,11,14354,-12824
17707,-352,720,4,429,15274
15212,-12852,705,12,7455,-14401
27098,2219,841,0,1883,1687
10970,23317,845,10,4198,18452
24601,-6115,707,5,6195,-14182
21329,20804,835,9,20201,20359
27071,13205,705,0,-379,-5762
20453,19629,834,0,21288,20255
-1400,-5788,744,5,-7413,9456
19466,1316,709,5,10258,33
-896,20536,847,4,-6810,1947
-1933,16069,734,14,-2810,11971
11373,-2636,730,10,1861,19478
21173,20409,848,4,20741,20252
5099,-11094,720,5,-9616,7865
25009,3594,714,3,-2670,11027
7578,21755,837,4,2366,15836
18008,24448,845,14,-5275,10111
16128,-10998,722,11,-4370,-6155
14575,-3585,710,7,3951,-1289
26733,12193,707,0,-2030,3060
-1123,-11304,715,14,-1123,-11304
16020,21195,842,10,13477,19475
15444,25210,838,12,-2984,-3906
25507,2490,715,10,-470,-894
9265,-3419,708,12,4754,-1952
-3506,13822,709,15,5643,-3866
27290,2469,717,3,-7540,13002
-4145,19941,703,15,-4850,-2287
-6182,12940,738,7,-2925,18978
27259,5320,721,3,-5187,6025
-3619,13991,706,13,1879,-1975
9626,19462,736,6,12779,22680
10776,3455,741,8,6019,19585
8260,18606,704,7,9293,20565
4804,565,703,7,-560,8314
29028,9303,712,3,4085,-15584
12884,3202,705,6,3629,15130
1875,22456,844,10,-5268,1495
16526,23366,847,5,5568,16498
18179,24001,846,5,7947,23358
28671,11176,738,2,-9357,-1367
-6189,8417,715,14,-6189,8417
-722,1501,731,11,-2562,14751
8906,24141,828,10,776,18278
17695,20843,829,7,14838,16335
13607,24261,827,7,1967,6418
19976,23493,830,15,2467,19164
11649,4175,708,10,4430,16561
17463,23060,849,14,6966,6999
11759,26444,830,11,-4191,-8093
25626,2963,729,3,-2959,13806
26530,3356,708,4,-2439,-2433
-1475,15125,723,14,-1475,15125
20849,21220,840,5,18887,20542
10668,10408,725,2,13194,22832
6343,-8710,827,1,-2174,-3102
-626,10799,829,4,5504,-3150
24166,957,831,0,1759,8237
15356,22423,735,12,15356,22423
2961,20637,737,13,962,5026
20766,20319,826,14,19386,18627
28249,-536,741,6,-5870,-7750
22151,20775,830,14,21010,20367
15666,23123,735,15,13881,22254
692,12410,713,15,9070,518
-4526,17453,839,8,-8145,2726
-511,11776,737,7,815,16796
18986,-626,748,10,682,11199
20184,-1467,744,4,-1186,12772
14436,24692,831,5,-223,13779
-2405,19003,834,10,-801,-6483
19907,-7980,704,5,72,-8612
27245,11713,718,2,-1534,690
11054,6928,842,2,10225,18148
9394,14839,719,4,11412,21449
20555,-5929,726,6,-6031,14149
26955,4450,708,3,-6364,6376
2262,18102,730,14,2262,18102
9409,24738,742,15,1519,18751
7795,20021,733,14,7795,20021
13660,2771,733,8,5767,19260
12607,22140,841,6,7683,17702
1634,8300,734,9,2015,16867
24567,-2294,706,10,-7989,4985
5720,23494,723,13,-43,17618
8634,13498,733,1,12926,22902
12655,-2866,840,2,2991,16906
18803,23186,846,14,6651,16859
43,-3188,848,1,-4568,5941
3489,-2883,703,11,-3692,8540
5805,13845,839,6,11224,1994
24369,-5397,704,9,2554,-12140
28813,9511,719,1,-5202,-9992
-1084,11133,723,12,-823,14730
23526,-1198,739,8,-4044,11914
6689,-9759,712,9,-8332,9499
28282,5041,710,4,423,-10312
14946,1726,840,0,7936,18366
4418,23296,728,15,-2317,13126
23691,-5120,724,6,-9157,11096
17340,806,725,8,2333,17007
28267,5052,703,4,1385,-11288
23166,-375,715,10,-3631,5953
21553,-632,735,8,-1826,12310
29407,6156,739,1,-11878,4349
-9084,1760,727,14,-9084,1760
14295,24284,843,7,1468,2590
15926,25436,836,12,-8245,1080
16750,21971,833,6,14122,20705
-2584,18672,730,14,-2584,18672
12919,25690,828,7,-3989,-1616
19111,-9288,721,9,-6900,-3216
19627,23767,842,13,-3965,552
3727,5254,705,7,1238,12182
15972,19803,740,7,16104,20166
27697,13831,727,0,-1014,-11581
29299,6422,732,3,-11217,1377
29049,8285,729,3,-5023,-8175
24599,-1398,722,4,-6934,10847
16688,24071,845,5,4132,19116
10177,21299,841,9,11403,1342
15483,-13576,721,7,-5843,-8893
27188,8367,707,3,3141,-4363
7184,18389,845,6,6303,5826
14258,25327,842,5,-5533,7916
25899,13266,706,2,11182,-245
22321,-6989,707,5,2910,-11383
19983,23247,839,14,11397,23532
6470,-10505,739,9,-8166,5469
14542,24201,834,5,1310,12559
-1026,23806,730,13,-10607,7298
2508,-90,732,9,-1335,15877
24922,3450,715,3,-2596,11515
20826,21123,842,9,19041,20499
15543,-10679,720,5,-6603,-3097
19282,23955,835,15,-1190,-1417
28634,10467,742,2,-8976,5929
28123,8666,737,2,-4984,14778
26891,1011,744,1,-3312,19249
11452,-11587,712,5,-8741,830
-10010,4126,742,12,-10010,4126
28800,-723,839,2,-184,-10845
19696,30,707,9,6980,-668
6396,20564,836,6,2265,7194
6980,18227,844,6,6422,5522
12147,12512,713,0,13332,22421
28148,3782,724,8,-8193,-248
4845,19348,727,14,4845,19348
15932,22668,828,5,8851,16469
17671,-5529,826,0,1533,19568
4485,-9056,717,11,-7644,5821
26011,-1818,716,10,-9533,4376
12590,25619,846,9,-6161,1581
27841,12758,724,0,-8145,-748
21968,18439,841,5,21911,17481
25931,-5073,837,2,-8482,2424
18679,22283,833,12,12251,18687
10434,21363,716,5,12046,22618
19081,23335,824,13,5440,14821
8633,22082,840,6,2178,12191
27791,4641,730,1,-6046,14572
15644,22866,744,15,13715,21721
8028,17510,709,10,11132,22397
18152,-5556,733,4,-1651,19750
29065,3315,829,0,2241,-7624
28990,2931,744,3,-10275,9643
17276,-12925,726,9,-11920,366
18499,17848,735,4,17890,18841
-9917,6261,745,12,-9917,6261
-1261,24307,740,15,-3859,-9022
12114,1113,748,3,6962,21674
5989,-6642,730,9,-5265,12158
22969,1506,840,2,6961,4327
15656,-4735,712,11,2417,-2095
-1752,22708,736,13,-5613,-3320
3685,5605,718,12,2018,8634
28975,10529,741,2,-12081,6116
17071,23298,840,11,7936,18366
11330,2738,734,8,5149,19052
18117,24586,824,15,8059,-11238
12115,23884,828,5,3130,3654
3849,13768,708,12,3965,15861
25585,13384,718,0,8902,4582
22227,3692,744,3,3355,14036
27432,6880,748,2,643,19563
22404,1021,843,0,4326,12030
16386,23202,841,9,8107,18530
-804,12292,741,11,1134,17988
18398,24301,825,15,3885,-6752
23689,2504,724,3,-650,15135
17409,23107,843,7,8278,17766
26952,9481,710,1,3312,-2870
758,-2324,712,14,758,-2324
4790,8508,725,6,7037,21543
4137,19459,839,4,244,9048
14190,20357,748,3,16514,22430
28712,3263,724,4,-7964,-5459
24589,7758,719,2,2811,16627
18404,23620,846,14,3056,14503
28523,10705,738,2,-8734,3516
19939,23715,842,15,-4922,-1738
16783,23500,836,14,5040,6851
19872,17076,742,0,18120,18875
21998,20501,847,9,21017,20143
24010,4511,732,10,4609,3383
7529,24558,745,13,-668,16975
13206,-14854,712,12,4085,-15584
20920,22178,833,13,14122,20705
16951,17041,840,2,18052,19310
21644,17902,835,10,21699,17483
16825,16055,739,2,16024,20172
9806,3253,717,8,5560,20460
17311,23884,846,7,4445,18716
18681,20425,846,9,16194,17399
11408,21600,708,11,12424,22483
12468,17422,729,2,15660,22571
3201,21856,837,6,-2506,1952
28316,2224,720,10,-5335,-7212
10150,15638,743,8,12617,21621
0,24452,738,13,-9392,368
1254,-12184,740,11,-9717,1075
10892,-4679,848,2,2913,19162
26031,-3776,740,6,-9437,1634
19901,-1699,714,10,-2670,11027
26871,8922,738,0,462,16978
-3432,18433,747,14,-5488,13736
11082,5934,838,2,9245,17827
23024,6464,728,4,7226,6510
22044,20649,832,7,21154,20318
10456,24293,744,15,4054,19433
1338,13011,717,15,8898,1294
14203,22769,846,11,7236,6173
16062,22064,846,6,12795,20325
26971,-383,738,4,-8185,2341
26236,-737,849,0,-3215,10032
3715,-10528,739,5,-8337,3202
