特征一实部,特征一虚部,特征二,特征三,特征四四部,特征四虚部
-4714,7967,742,5,-1578,17776
10552,22854,731,13,7723,20307
21570,19595,848,2,22103,19903
15220,25120,828,12,-4058,2160
26015,8984,715,2,-212,13473
28536,6697,735,1,-7193,2263
28098,691,721,10,-8986,-3430
27622,10363,729,0,-2966,16404
17223,21524,837,4,15810,20870
14474,15908,824,3,14474,15908
29017,7753,726,1,-10745,1293
9319,24013,836,4,3189,20709
27564,1393,729,4,-8999,3637
14207,22078,734,9,15036,22595
4810,22772,848,10,-3756,7144
22111,21463,845,15,16753,21019
26674,1125,733,3,-4002,17748
28184,246,738,4,-9421,-1786
10777,-10324,719,11,-6248,-75
2140,-262,725,9,-1702,15673
-65,11921,826,8,1522,2368
-4747,3162,744,9,-2927,18140
7735,26467,835,9,4361,-13903
10450,-10473,715,9,-8664,6394
9104,-7973,706,7,-3632,-131
6727,-9346,712,9,-7852,9456
28144,2853,719,10,-2575,-8202
4607,12142,712,11,4942,17364
11995,13350,847,2,14156,19779
-1469,7162,736,12,-1469,7162
15031,25729,841,12,-1814,-9630
24292,-7611,748,10,-10763,12633
9113,12344,705,1,10820,22063
-4614,21651,735,13,-1811,-10235
21738,18397,836,9,21735,17500
13417,19638,824,1,14222,20446
-5237,5927,824,8,2082,-7122
28775,6638,727,3,-8567,443
8537,13430,720,10,10021,20922
3559,12324,735,9,4853,18453
17808,-2912,741,6,-1560,11473
15547,-3524,737,6,-1607,13257
13642,22943,826,14,14792,991
-2311,4306,733,12,-3610,9591
28285,6878,705,8,4095,-11627
-1296,20654,741,14,-3582,17348
19164,22672,835,14,11129,19376
-9229,13646,710,13,770,-10208
11519,24419,828,7,5887,-3492
28796,10012,706,3,10483,-15845
-3385,18922,830,6,2126,-9994
8670,24009,734,15,1995,17085
28264,6327,744,2,-920,21530
14579,23146,845,7,6303,5826
17311,24270,837,12,1006,16392
-7084,1750,733,11,-4836,18298
19772,23615,843,13,-2753,6522
11457,18730,738,8,14217,22257
5484,21139,708,15,2465,13406
1767,21180,728,15,-1873,5964
29390,8282,746,1,-8547,-5157
19582,23820,833,15,-4773,5910
17100,24848,842,14,-4922,-1738
28470,9674,731,2,-7193,15904
28361,942,735,4,-8091,-4227
4691,19081,717,12,5560,20460
29205,2852,728,4,-10757,-4592
27795,466,716,6,-7045,-5528
24839,2933,711,8,-2699,5263
-2159,10332,731,12,-1849,14502
20501,3794,714,3,3029,15094
28784,6708,736,1,-8416,1796
2764,14048,742,5,4511,18977
2939,-6696,709,14,2939,-6696
-8871,-270,726,14,-8871,-270
3906,24676,732,13,-4616,16730
12516,24245,836,11,3146,-454
18140,23327,833,14,6764,16971
9574,16750,737,6,11848,21415
28374,4711,736,3,-7350,3126
27350,-2429,849,0,-7352,12760
9627,4506,746,8,7004,20368
5060,-8175,829,1,-3029,-1797
27637,3332,703,10,784,-9079
1742,8690,832,3,1742,8690
-5259,17570,829,4,-5729,-4781
18853,20987,831,4,18108,20564
11441,18314,744,10,13715,21721
27417,2913,721,1,-5574,17039
-2391,-9901,840,3,-2391,-9901
2848,-14475,705,14,2848,-14475
26980,13511,703,0,2629,-8052
-2608,4561,721,12,-3831,9521
13629,-463,746,9,4233,4612
10269,22341,824,9,6678,2761
14696,23124,849,11,5960,7071
-5388,10359,703,13,5311,-5624
6276,17160,843,1,7984,19721
15213,23747,825,11,4677,15459
18046,21878,845,6,15677,21085
27744,12263,715,0,-9416,3482
28853,6690,706,4,7513,-15236
284,24538,739,13,-9219,699
3302,19546,739,12,3302,19546
-4481,18298,844,4,-5649,-4761
19834,-11012,715,11,-1983,-11336
29069,7551,735,1,-7884,-3066
13745,23178,716,15,12053,22134
-9406,18630,710,15,-1448,-13186
-373,22159,727,13,-6626,7089
4248,-4299,731,11,-4002,9183
13321,25608,848,9,-7051,4882
29025,6717,740,1,-9162,2527
12682,-1044,725,5,2332,5219
17625,23486,832,13,13708,280
26957,8050,720,2,-1594,17584
28793,9578,718,1,-3413,-11042
15463,25200,842,7,-5721,9500
25814,4640,726,8,-577,3226
18099,-2881,825,2,854,10740
14701,25384,844,11,-6397,6475
-356,11673,729,7,2240,19228
19833,22924,845,15,6303,5826
1189,23939,713,15,-7737,10166
19931,22017,847,5,15931,21137
-9966,-628,738,14,-3773,-8692
18861,21272,831,14,14996,16478
-7155,-2576,721,14,-7155,-2576
-5403,10958,844,3,-5403,10958
28879,3919,723,4,-6724,-7511
-1627,-8828,712,14,-1627,-8828
13759,21987,730,9,14914,22729
3551,-9388,723,7,-8001,4683
14517,25460,824,14,4888,-8534
25184,3162,729,3,-2169,13585
521,10638,708,15,10562,-77
-9680,15248,709,13,-1961,-10612
20095,22005,845,14,13885,19673
19920,23394,846,14,7947,23358
15227,25328,824,14,-698,-4900
9142,19905,717,12,9606,20666
19363,-7944,704,11,2252,-9134
26451,-1682,729,6,-9501,3688
1940,-7284,719,9,-6561,13980
27587,1103,732,4,-9419,4977
-4710,12922,727,14,-4710,12922
26548,7338,736,1,1115,4580
16372,23233,837,14,7975,5618
15682,25243,829,14,-784,-4629
16854,23837,847,6,13081,23704
5444,22545,743,15,414,7678
-2202,6167,826,1,-2202,13337
27953,11357,712,2,-8741,830
9569,20288,709,12,10001,20949
-2614,-5926,709,7,-8522,9636
542,2104,736,7,-1780,8924
5,-6296,716,5,-7223,12166
26555,6230,730,1,-2531,10500
12457,22002,842,11,11127,2818
28669,2296,729,4,-10446,-879
24045,8667,722,0,6127,18729
11455,-11885,706,12,3747,-11653
5079,23973,731,15,-2562,14751
20429,23292,832,15,3489,21193
13055,22282,736,5,14046,22757
-5971,4116,827,8,3251,-9272
2396,22070,831,10,-4583,4395
17003,18572,708,7,16807,18935
27320,-1923,836,2,-1940,-5263
1064,21905,725,15,-3854,5525
-4902,-6510,839,3,-4902,-6510
20381,21765,845,11,16753,21019
4093,24017,733,13,-3484,15896
4080,3165,706,7,386,10666
2209,24746,735,15,-7193,2263
7931,-3348,733,5,-2096,8634
25876,-2013,841,0,-4173,11583
15195,21120,720,13,14737,20189
14686,25725,843,11,-8390,6631
27110,14396,704,0,10464,-14576
7434,21367,838,10,1977,11351
6949,24595,724,15,-375,18916
25085,7239,732,2,3582,18719
23637,1171,704,8,-3642,9125
26264,7338,738,2,1039,17148
3382,10144,703,15,12005,2696
18694,-11802,723,5,-7251,-7245
24150,-5808,704,5,6624,-13197
8735,19724,703,12,9147,20489
-6393,11193,746,7,-3361,18105
20958,-1321,727,8,-1292,16443
11413,17126,740,1,14493,22306
12310,22193,718,14,12310,22193
12447,22127,840,9,7670,6388
14283,90,732,5,4236,4878
17617,23344,834,14,5226,13096
19937,19161,831,4,19686,18676
26284,2229,720,3,-5311,13958
5826,17403,837,10,5794,5422
28687,9885,715,1,-1020,-12202
28494,9415,713,1,-2726,-8510
-2989,-7531,715,14,-2989,-7531
6503,-13432,745,9,-10572,5316
28900,2552,729,8,-12553,3569
24917,5867,711,4,5625,339
9185,-14002,741,11,-6240,-6029
27992,12541,718,2,-3617,-9488
4135,8487,703,13,12005,2696
7292,17624,742,11,8472,19818
2972,21730,835,8,-2567,15447
7428,4230,712,10,4652,19654
27994,7689,709,1,-6199,-319
22139,20787,840,14,20548,20290
5691,22581,724,13,1135,16401
25090,2570,724,1,-1204,17589
9733,19269,716,5,10993,21328
16147,19088,833,6,15140,16623
25939,13223,707,2,10877,-167
11009,21372,849,4,7177,17504
11187,25584,827,5,-2174,-3102
21153,4219,709,3,2548,13694
9850,16983,721,8,12695,22222
-1680,16855,722,14,-1680,16855
14165,25438,836,7,-5098,3296
16910,18516,705,11,16670,18931
11772,-14047,735,7,-1542,-10663
22350,-1689,829,0,565,13306
28835,9018,723,3,447,-11693
15254,25510,832,12,-5975,-2549
13130,20543,747,6,15157,22365
1557,14561,746,9,5012,20897
14967,-6353,831,2,-1045,15860
-3201,21356,703,13,-8725,4913
10573,20910,841,8,8107,18530
130,11153,718,12,246,14380
3428,22022,844,10,-3510,4309
16288,21530,843,6,13638,19734
10437,-13662,726,7,-8907,-2838
20122,-8818,721,9,-6083,-4561
9996,24971,746,15,1858,19699
-5186,15908,824,6,6446,-11224
1095,21995,837,10,-5362,803
20566,19652,826,0,21302,20217
13800,2668,745,3,6801,20225
27441,13630,710,0,-398,-10219
28004,12355,732,0,-9185,6222
15752,19437,738,9,15941,20170
5025,23300,723,15,-1266,14598
14079,24933,825,9,-77,17133
-257,5112,849,2,8798,23604
-919,11336,738,9,2134,20049
18364,24443,830,13,1619,-7179
27456,8942,705,1,-361,-3972
-99,15462,713,15,5003,928
8716,14526,715,12,8525,15761
-1592,9797,732,7,482,18346
11797,24800,825,11,1085,-186
10529,5542,723,4,6488,19227
17250,751,718,11,8617,1451
9246,24087,831,4,3159,20958
18545,21560,837,5,14607,18904
3221,17912,739,7,5027,20426
14212,19349,716,7,14430,20104
-8214,17204,705,15,-316,-10431
15834,9650,732,0,12854,21742
3297,-5650,719,11,-5510,8250
21575,22508,844,15,12470,23664
3213,18256,730,14,3213,18256
9150,12733,846,4,11577,6539
25466,-2865,736,10,-7881,2897
26000,-1477,830,2,-174,-2345
28999,4340,732,4,-6315,-7455
-2688,23372,734,13,-7084,-6157
8176,15812,704,10,10418,21664
23566,8049,734,0,7203,18930
20086,23602,836,15,-2275,15968
26269,13493,721,0,7628,685
9183,25361,825,5,4780,-8872
11157,-10457,714,9,-8618,5575
26090,6925,742,2,1981,18321
28350,394,729,10,-10438,-1619
15061,-12118,720,11,-6280,-5463
18227,19087,833,0,19696,20493
16145,24075,842,7,2087,14244
18130,21162,827,12,14692,16169
16510,24973,837,14,-2741,-3201
16284,24452,839,7,352,16038
1084,-1927,828,3,1084,-1927
6083,17100,731,7,7723,20307
27694,13499,718,0,-3646,-10404
19563,23437,839,15,2350,822
13645,23144,704,15,12249,22224
12487,22128,742,5,13549,22779
17529,25058,826,13,8683,-13648
11727,19693,714,8,14129,22548
20940,22901,834,15,10247,23290
17541,24548,848,12,-4771,12172
-5932,17970,712,13,-4826,-3832
1365,-7263,715,7,-7411,6816
20180,23337,837,15,-142,15180
20289,19910,829,2,20976,20384
27330,11153,745,0,-1084,9909
1615,22131,839,6,-3512,-1806
28935,7108,724,8,2121,-12516
1918,7787,719,7,1401,15242
-7952,11104,737,14,-7492,3955
-2461,11039,731,14,-2461,11039
-5768,18908,839,10,669,-12315
6532,-13131,709,12,-1961,-10612
2957,24483,847,6,-8566,860
11776,18790,733,1,15226,22752
-771,12533,828,1,1105,17745
27326,8205,741,2,-1631,15348
-6633,13799,824,4,-1396,-8335
13841,2482,740,3,6409,20117
23207,-7712,718,11,4916,-13278
9929,18332,711,8,12778,22540
15322,24323,830,5,2853,17266
28313,-788,828,2,1286,-9870
13015,20721,748,9,14088,21750
24453,6155,714,10,8765,659
15094,-12121,712,7,-3940,-8107
27853,11489,720,0,-8371,10314
12973,7354,703,2,10315,22142
7653,-14025,733,11,-11031,3211
3885,-6752,825,3,3885,-6752
17047,23455,841,14,5414,6748
18235,18561,741,5,18103,18887
11921,21402,725,9,13419,22615
10206,-13735,712,12,1344,-12914
-7496,-1299,833,3,-7496,-1299
17443,23565,848,12,2745,11374
28428,12228,734,0,-10988,-830
28733,4074,720,6,3096,-12736
28834,2829,720,10,-4565,-9845
15964,24458,837,9,3755,20439
20253,20926,849,14,16447,17535
-923,21959,706,15,-6178,5003
-4650,5823,724,12,-5147,11271
27069,9004,731,2,-1547,15469
16473,23002,844,9,8459,17944
28976,5934,730,8,-4668,-8499
20779,2595,710,9,10892,478
8304,-13637,732,11,-10555,2691
6722,5239,844,1,4887,9622
15180,2578,718,7,8902,4582
25312,10392,705,0,1238,12182
10227,-5063,747,10,365,19320
1542,7921,733,9,2855,19099
-6781,-6500,748,7,-10711,7042
13929,22741,735,12,13929,22741
756,6539,728,9,1976,18968
26771,3506,743,1,-3688,14523
5774,-8387,722,7,-6188,3475
28630,12050,744,2,-7321,-7202
13275,18491,841,3,13275,18491
20285,23651,844,15,-8324,7577
17329,3846,718,3,5396,18008
290,13776,744,11,2450,18858
9281,15885,724,12,9290,17009
25624,4101,735,1,-1826,12310
16652,24921,834,14,-4681,1797
24893,-1847,719,8,-7048,14258
25419,7521,741,3,5944,4337
27163,-1438,744,4,-9920,5342
-7767,11464,842,8,-4448,-6428
28073,-1792,824,2,-2281,-8774
29001,8910,718,1,-8071,-7508
7939,10505,836,3,7939,10505
21005,-1537,730,6,-2531,10500
4028,-9519,842,1,-4922,-1738
25488,8278,713,8,9994,-153
-3201,-11416,743,5,-12026,8069
-7382,15235,830,10,5218,-12939
-1703,8855,723,7,-43,17618
20437,21439,831,5,18401,20771
-993,6830,725,5,480,18230
28978,4388,737,8,-3346,-8813
25922,13502,705,2,12496,-715
13592,2407,731,1,8140,22143
9030,23680,734,15,3003,17067
12781,20282,745,10,14986,22365
26995,12597,719,0,-1272,2508
7885,21174,728,12,8770,22025
10137,-12929,838,1,-1589,-9341
21581,-9980,710,7,3799,-14115
26657,13401,712,0,4218,-2982
28775,11067,734,2,-11076,-1027
15494,23737,827,11,4950,16030
25854,-881,738,8,-7335,9238
1770,18648,841,1,4799,21845
25414,1229,711,1,-3413,18249
4567,17055,845,8,2565,10145
9904,15903,725,1,13419,22615
28058,452,846,0,-5165,3395
27817,12860,723,0,-7866,-1015
15170,23787,846,5,2486,11425
-2869,-696,824,3,-2869,-696
-2215,3602,708,14,-2215,3602
16693,19129,840,10,15710,17074
8393,24425,741,13,1272,18484
19023,17461,738,1,18022,18859
15887,458,703,12,12917,66
20539,20571,824,3,20539,20571
28782,7495,705,6,18809,-11589
-8223,13187,826,4,-901,-10884
23809,-3490,835,0,-2567,15447
22502,20408,842,11,21717,20147
15086,23957,842,4,12049,23624
2752,21811,828,4,-4049,11262
26260,13439,722,0,7218,1249
28768,8690,713,8,12770,-13961
11254,26334,824,7,-66,-9886
16795,23730,827,14,4360,11367
19620,19742,848,2,20854,20338
22213,-10118,707,11,1561,-14505
16135,22675,741,14,15905,22536
-2629,16890,740,14,-3879,12474
6616,3601,738,12,6616,3601
6340,-2601,844,1,1286,3073
19598,23174,835,15,4045,9158
28174,10166,707,1,3223,-11312
26322,6121,834,0,12920,1680
13177,3819,825,2,7539,15408
19289,-4683,704,5,3704,-5392
19199,19173,845,0,20555,20281
4215,24664,845,10,-8223,8503
17098,22905,826,12,8270,15417
11717,21300,703,9,12883,22437
15153,-2292,729,10,262,16914
24784,-5326,736,6,-9965,4573
9561,23254,715,13,6501,20729
21758,20944,842,13,18193,19314
20108,2139,707,5,11750,243
20719,20889,848,6,19809,20631
14414,23405,837,9,4255,13469
-1406,6331,732,14,-1406,6331
11262,3950,842,2,8111,17591
14497,-3050,735,8,1293,19362
-1804,13282,846,3,-1804,13282
-4361,6462,741,11,-3143,15491
28504,1379,840,0,-3846,-1089
12556,4966,727,8,6891,19247
11010,17454,719,1,13997,22486
13647,25585,842,11,-4748,-95
29297,7900,733,1,-11859,2292
24187,8563,710,8,10468,3431
8332,-1847,737,5,962,5026
28079,3352,719,4,-5888,-4777
27849,1979,707,6,-1957,-9383
-2940,12097,833,8,-1326,-577
13859,-3619,741,6,-940,15070
17320,25045,849,14,-6895,-3133
20744,22530,847,13,8969,18448
2855,-4813,842,1,-3196,2897
21705,-490,845,0,2879,14144
20897,22927,844,15,3141,19672
18272,17950,731,6,17706,18980
13063,22306,724,14,13063,22306
20333,23641,849,13,-9093,10545
23860,1272,704,4,-3159,5296
20204,23178,841,13,3220,17249
28132,-822,831,2,1321,-8866
18964,22173,828,11,14732,20594
9695,-12847,724,7,-8192,-2021
28577,11076,738,2,-8770,711
-3157,18276,832,4,-5424,-1499
29186,6385,710,4,6284,-15925
21067,20581,829,8,20894,20468
10249,23451,739,13,5652,19267
-3073,-3667,831,3,-3073,-3667
29037,5386,738,3,-8908,-131
-1414,17765,830,10,1120,-4556
8240,-13725,845,1,-4292,-8438
13625,25199,824,12,2820,-4634
19953,277,746,1,4599,20456
11586,23469,748,13,7230,20097
2554,-12140,704,14,2554,-12140
24386,1774,711,6,-3,252
12876,22395,742,7,13549,22779
7935,21068,748,12,7935,21068
-7218,9090,827,4,4407,-11091
28638,7445,722,1,-9399,2470
28393,5276,711,4,1045,-10849
18594,23682,848,12,4950,19839
18287,17901,730,10,17667,18979
15152,-11161,724,5,-7495,-2098
27789,1858,718,10,-5304,-5535
25050,594,723,4,-5266,7350
3841,22886,835,10,-4809,7396
10054,-12802,740,9,-9346,1625
10369,20028,728,6,13537,22865
25933,9092,713,2,-337,12518
12147,20519,737,6,14410,22533
14173,23168,829,14,13635,756
20026,-656,745,6,361,8546
16214,24222,834,11,3754,18434
-9975,12628,713,13,1989,-11297
12500,-15576,727,7,-9991,-5811
23294,786,706,8,-3495,10252
-4670,-1489,705,14,-4670,-1489
25486,4256,703,8,-1005,899
10157,25867,826,11,3947,-9641
21793,-4627,704,5,5937,-8099
24936,-1473,712,10,-7258,4564
13524,18648,843,3,13524,18648
20251,-6744,719,6,-7048,14258
6295,20582,726,12,7218,21649
8589,17482,709,10,11372,22231
5029,19693,845,8,1248,13686
27659,4635,715,3,-7411,6816
23588,4651,724,6,5972,2650
12640,-9327,711,9,-7132,3797
27671,12191,708,2,-2612,-6467
4339,22648,712,15,-1104,13533
6752,-3703,704,11,-2539,5731
8072,19330,840,8,5675,15371
28675,2994,716,10,-2844,-10742
6757,13969,839,1,7636,17002
21073,21058,832,5,19636,20522
17200,23630,831,14,3786,11466
-6273,-3028,842,3,-6273,-3028
11179,12466,728,1,12389,21746
24958,-6446,714,9,252,-13445
23177,4520,730,6,5598,4023
10393,4112,741,7,7402,7229
10409,-3280,730,10,1415,20419
25111,8192,703,4,12115,-414
2872,16522,735,13,7332,2931
-4374,-7765,717,14,-4374,-7765
18130,23370,841,12,6266,17739
13800,-1685,714,7,4701,1241
7989,5940,747,4,7195,20481
21339,-5624,824,2,-4436,8538
25742,-6399,703,7,13352,-15275
21747,-5314,727,6,-6765,12764
18257,-6257,742,6,-4794,13046
-4922,-8863,741,11,-11074,7004
27828,13209,722,0,-6729,-7211
8459,-14428,729,7,-10446,-879
28900,4580,711,4,-3106,-11721
9566,3879,845,2,8219,18876
28337,10733,706,1,7590,-14520
18350,-7340,723,6,-5469,16150
28965,9684,719,1,-3207,-12331
10477,-5006,704,7,-300,532
28354,12682,745,0,-8799,-2781
8855,18744,716,6,12046,22618
-429,12110,712,14,-429,12110
-8983,1621,739,12,-8983,1621
14731,15094,827,1,14692,16169
16812,16000,839,0,17983,19292
7296,25805,736,13,-2753,19792
-8349,10077,828,4,3040,-12079
1153,11709,832,3,1153,11709
27690,4796,714,3,-7396,6081
26783,-373,824,2,2667,-5347
12457,26135,838,11,-4220,-7287
-10785,6612,736,14,-8309,-2105
20105,21025,825,6,19228,20738
24775,9322,719,3,8710,4749
14158,22594,721,14,14158,22594
27921,-64,827,2,3494,-8456
3652,24277,737,13,-5629,9948
14253,23130,846,11,6217,6142
29301,7473,736,1,-8936,-3570
19835,23268,846,13,956,4003
4702,13378,847,3,4702,13378
-1305,3622,843,1,-2311,11604
4104,19126,709,14,4104,19126
14519,8248,834,0,12442,17856
11432,21540,705,7,12297,22332
29002,5693,719,8,-4255,-10375
27492,12356,708,0,-7480,667
28465,10784,720,1,5673,-13163
-14178,5175,706,13,10483,-15845
21960,2118,706,8,-812,9843
3364,-13443,738,11,-9357,-1367
9136,13404,711,3,11392,21973
16179,21519,842,6,13494,19668
18851,17479,732,1,17731,19003
12161,20125,740,4,14727,22543
8614,13934,707,3,11101,22164
-7365,-1529,723,14,-7365,-1529
13466,-6764,725,8,1080,22523
27979,12406,731,0,-9154,5377
18498,20770,832,3,18498,20770
-132,-8491,734,7,-7438,1169
2756,18064,839,10,2350,822
4207,22119,744,13,-649,7683
21592,21269,839,14,19072,20732
2816,8725,717,11,2496,16073
-802,24339,737,13,-9166,-1911
11554,-13907,841,1,-1089,-11233
21164,1498,711,8,-561,11911
19442,23581,844,14,6707,22228
-11031,3211,733,14,-11031,3211
9797,25516,836,9,-7,-7102
17235,22897,737,15,16151,22462
10051,720,744,4,4054,19433
25993,5637,738,3,844,5472
28560,6941,733,1,-8471,7970
24651,339,736,3,-2644,15447
-7021,16374,740,14,-8810,10152
28019,-664,833,2,1857,-8555
27050,9738,723,2,-2772,11780
4683,23405,743,13,-2774,9967
3863,-2893,710,11,-3449,8577
7125,-3363,706,14,7125,-3363
-11511,7312,738,14,-9421,-1786
-9533,4376,716,14,-9533,4376
22457,20587,841,14,21023,20232
20908,21328,827,13,17138,19098
-5490,12181,721,14,-5490,12181
26327,-4165,741,6,-10723,1962
14010,21857,843,6,10025,18575
19574,23889,840,13,-4782,2821
-1207,23945,736,13,-8479,-2712
1501,-1686,709,5,-4391,12680
-1436,10646,825,8,1085,-186
-1826,12310,735,12,-1826,12310
19235,-1843,741,8,-532,16018
13496,18265,826,3,13496,18265
17618,-12651,721,11,-5708,-9037
12930,-13935,748,9,-9987,-828
28512,5770,709,8,-1662,-9958
547,-13800,725,12,-8459,-7784
12440,22968,835,11,7819,2935
11496,23719,744,13,7161,20629
23882,-7018,710,9,-1145,-11751
27953,-733,730,6,-10724,-595
-7350,-6916,723,14,-7350,-6916
26856,-501,743,3,-5383,17658
-7053,12771,722,12,-5257,17499
12708,-4627,725,9,-2311,5835
21215,22798,843,15,7048,23057
9743,67,734,6,2015,16867
16209,23865,838,12,2603,7174
-3752,22388,730,13,-10494,303
21841,21241,825,15,19441,20522
7238,4723,835,8,12817,334
4383,23208,720,15,-1977,13835
15502,23117,733,15,14073,22463
20798,-451,743,1,3542,20988
6511,15030,709,6,9556,21964
26019,5053,711,4,2857,-2491
15120,24289,839,9,2513,17307
-1116,-13644,743,11,-12118,2242
28212,12385,737,0,-8633,-1050
4229,10346,824,3,4229,10346
11695,3083,828,3,11695,3083
21838,17373,838,1,21796,17495
21357,-477,715,4,-2596,11515
572,22839,844,6,-4626,-5256
13394,1462,832,3,13394,1462
3141,19672,844,3,3141,19672
4061,21923,713,15,-337,12518
11652,13448,845,2,13931,19855
-7125,15701,710,13,-1900,-6350
12120,23168,830,9,4231,7279
20600,21381,834,7,18358,20552
21456,20866,826,9,20501,20544
22613,20367,844,7,21705,20136
9852,23002,838,4,4722,19465
7541,-12369,729,5,-10102,6279
11066,21854,710,12,11514,22258
15328,23870,825,11,4348,16001
-1931,9977,848,3,-1931,9977
10388,25520,832,9,-2248,-2797
28960,4803,721,6,5737,-14045
9988,-5391,718,9,-3834,7766
-5349,12224,839,8,-3467,-3188
13773,24517,843,9,-1153,10058
620,3896,727,5,-569,16110
24917,-2259,834,2,-1294,766
939,19504,844,4,-3510,4309
2979,23297,738,15,-3258,3693
20400,21786,844,7,16637,21016
15817,23466,830,11,6290,16294
15927,-13410,728,5,-10326,-2993
11692,468,836,1,7626,3199
24038,867,724,8,-3639,11211
13697,26109,825,12,-14,-11446
28310,11613,733,2,-8304,1815
22298,20033,838,10,22032,19916
28522,10217,710,1,2703,-13555
27190,5947,737,1,-3163,7329
1922,16376,837,8,242,8016
19955,23645,842,15,-4421,383
11792,22076,714,14,11792,22076
13252,25598,827,12,5964,-10636
5901,5098,836,3,5901,5098
15545,24511,839,5,352,16038
8610,19811,827,4,5734,14531
11854,25179,840,9,-2703,1809
6631,23311,724,15,1103,16606
2771,15550,830,8,1805,7785
18877,23323,826,13,4758,10566
5544,1425,743,6,3876,20019
6867,18959,730,12,7564,20177
2253,-125,734,11,-1739,7968
28426,5258,705,4,1688,-11790
29199,7240,737,1,-8881,-1764
15331,24683,831,11,-577,15093
23518,-133,825,2,3704,2386
6713,17385,832,8,5063,12495
14450,855,710,6,1589,13901
-5804,-181,824,8,6699,-11824
21300,21867,844,15,13753,19616
11340,16819,824,3,11340,16819
26145,-4429,735,6,-10782,1462
27543,-408,731,10,-10086,2597
26940,-810,736,10,-5613,-3320
18931,24143,831,15,1006,-6447
17096,23105,843,14,7400,7198
21360,-5923,716,6,-7758,12329
25342,-4768,717,5,8274,-13459
20288,20890,846,4,19659,20669
27166,4487,737,1,-4857,11104
15977,22643,830,5,8674,16180
-7916,14710,743,14,-9035,7729
14131,23100,844,5,5229,7744
18447,-10686,727,9,-9060,-1282
23014,-4653,710,10,-8391,10357
9485,21408,831,4,5577,17155
-4583,4395,831,3,-4583,4395
16099,23729,848,7,2745,11374
14571,25460,833,12,-56,-7845
8244,24105,734,13,1542,18094
15794,23692,835,9,6084,18627
25711,7330,724,3,2482,4841
7582,-11873,725,7,-8573,519
9599,16947,738,1,14264,22781
3999,25103,745,13,-7290,10198
19754,23887,837,15,-6794,2776
7907,22162,836,10,1519,13399
-3278,13018,713,13,3756,-2629
8135,17946,710,6,11258,22439
27310,13970,711,0,3675,-11941
26693,-1538,748,4,-8556,5913
28855,5906,704,4,3860,-14735
9611,16258,728,12,9659,17342
21383,20319,825,8,21238,20242
6487,-9968,708,12,-585,-7435
28596,8401,712,8,11048,-13466
8267,19487,841,8,5830,15633
26357,1339,715,10,-4203,-1596
13030,25236,834,7,-767,-2308
-3992,-2237,833,3,-3992,-2237
25242,150,736,3,-3224,15338
13993,22640,830,12,11347,3412
-2698,19876,731,14,-2698,19876
11578,15141,723,2,14443,22522
-2809,-1163,737,11,-5629,9948
10802,-6322,723,5,-3529,4274
8855,20645,743,12,8855,20645
24571,6781,721,4,7796,1964
25719,11196,706,1,12035,179
15558,22447,743,7,15929,22602
28101,9813,739,2,-5726,9398
21662,-9740,718,5,-2710,-11330
19795,23333,840,13,2178,12191
13044,25228,837,11,-1869,-466
27045,-117,727,10,-8620,1845
11413,-7472,715,9,-5418,5662
11317,21788,847,9,9806,2258
21562,20787,826,9,20763,20437
25748,-4947,838,2,-7738,2665
-864,-10496,708,14,-864,-10496
21885,21168,827,13,19591,20495
13366,23489,712,15,11530,22507
27120,-2431,703,9,10855,-14785
11399,20558,834,4,8676,17149
3740,9956,748,11,3703,15070
10646,-12529,715,7,-7127,-3613
13744,21913,740,9,14727,22543
-1010,24314,744,13,-8299,-3836
28358,12314,735,2,-1542,-10663
5602,17742,727,9,8605,21956
-2107,-10092,738,12,-2107,-10092
27682,13584,718,0,-3382,-11225
14523,24956,843,11,-2753,6522
522,6595,737,9,815,16796
12519,24407,833,7,4051,-1674
27832,9588,736,2,-4440,10110
16668,24258,826,12,2004,15969
27911,8242,713,3,688,-5107
4041,6784,719,9,2811,16627
14155,25889,846,11,-8306,-138
9262,25280,831,9,1006,-6447
18939,23623,839,7,11397,23532
19694,24015,836,15,-8245,1080
8345,-1356,744,4,3805,21142
26226,-1138,738,4,-8111,4625
26553,7606,704,8,8195,-4903
16136,4083,717,3,5640,18265
1562,19904,830,6,352,-873
37,303,713,5,-3508,14706
-7071,-2029,847,3,-7071,-2029
11168,21581,735,9,12626,22645
-11903,5974,703,13,9236,-13625
3314,14406,719,9,5929,20736
5573,24136,741,15,-3221,9613
9944,18918,705,10,12297,22332
25188,-2654,744,4,-7882,9429
27547,12422,705,2,-640,-8135
21343,21181,826,14,19518,20503
11171,-2881,738,10,504,17542
26058,-2581,728,10,-9830,7692
17422,23331,829,13,14096,1199
14200,23318,718,15,12556,22461
4788,8113,722,9,4022,17091
-1410,-9382,714,14,-1410,-9382
-158,-2233,727,12,-3809,2943
10298,20626,725,12,10756,21232
18070,-11974,724,5,-7560,-6603
23169,5830,735,2,5341,19256
110,19965,845,8,-5275,10111
19874,23728,846,13,-4895,3383
25892,7517,741,3,5395,3141
53,-1413,848,1,-3607,7313
29076,6415,724,3,-10163,-624
-3948,14737,825,4,-1217,-4334
-4883,14924,739,14,-5726,9398
25344,1174,747,2,5827,24370
6239,20814,704,13,3994,15700
13059,25832,838,11,-4664,-3389
